customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
xxxx-01009,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.16,1175.78,No
xxxx-01010,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),33.83,2081.93,No
xxxx-01011,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.59,1444.5,No
xxxx-01012,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,36.06,1743.06,No
xxxx-01013,Male,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,726.24,No
xxxx-01014,Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.21,848.1,No
xxxx-01015,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),44.53,494.1,Yes
xxxx-01016,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,35.63,41.99,No
xxxx-01017,Male,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,28.64,550.21,No
xxxx-01018,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,29.75,400.08,Yes
xxxx-01019,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,45.66,1521.66,No
xxxx-01020,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),48.15,3030.21,No
xxxx-01021,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.49,601.85,No
xxxx-01022,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),39.69,1950.1,No
xxxx-01023,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.99,462.5,Yes
xxxx-01024,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,835.23,No
xxxx-01025,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,34.47,136.3,Yes
xxxx-01026,Female,1,No,No,65,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),27.79,1805.27,No
xxxx-01027,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.2,723.69,No
xxxx-01028,Male,0,Yes,No,69,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),30.39,2094.84,No
xxxx-01029,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),19.03,26.1,No
xxxx-01030,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,39.21,1114.32,No
xxxx-01031,Female,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.94,2160.9,Yes
xxxx-01032,Male,0,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.27,1477.52,No
xxxx-01033,Female,0,No,Yes,15,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),37.49,562.57,No
xxxx-01034,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.04,1800.84,No
xxxx-01035,Female,1,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.23,469.09,No
xxxx-01036,Female,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,772.43,No
xxxx-01037,Male,0,Yes,No,42,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,26.23,1086.29,No
xxxx-01038,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.25,2455.5,No
xxxx-01039,Male,0,No,No,54,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,32.48,1760.34,No
xxxx-01040,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,45.34,1369.41,No
xxxx-01041,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),34.5,1398.59,No
xxxx-01042,Male,0,No,No,26,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,33.03,845.64,No
xxxx-01043,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.84,1062.76,No
xxxx-01044,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.27,147.46,No
xxxx-01045,Male,0,No,No,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),27.94,1244.49,No
xxxx-01046,Male,1,No,Yes,32,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.59,798.06,No
xxxx-01047,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,32.7,214.61,No
xxxx-01048,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),38.54,146.26,No
xxxx-01049,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,30.43,1838.88,No
xxxx-01050,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,19.35,1370.35,No
xxxx-01051,Male,1,No,Yes,59,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.08,2661.41,No
xxxx-01052,Male,0,Yes,No,23,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,34.3,813.03,Yes
xxxx-01053,Male,0,Yes,No,6,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,44.77,277.43,No
xxxx-01054,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,55.04,3307.03,No
xxxx-01055,Male,1,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.35,866.08,No
xxxx-01056,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),37.71,984.74,No
xxxx-01057,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,26.19,675.5,Yes
xxxx-01058,Female,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,35.81,651.86,No
xxxx-01059,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.73,1437.11,No
xxxx-01060,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.71,56.87,No
xxxx-01061,Male,1,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.33,919.61,No
xxxx-01062,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,32.98,1444.85,No
xxxx-01063,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,33.33,2191.59,No
xxxx-01064,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.71,833.51,Yes
xxxx-01065,Male,0,No,No,37,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,25.51,979.07,No
xxxx-01066,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),19.81,85.45,No
xxxx-01067,Male,1,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.81,243.29,No
xxxx-01068,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),43.41,1161.95,No
xxxx-01069,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,30.89,441.41,No
xxxx-01070,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,26.92,182.58,Yes
xxxx-01071,Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),31.25,1624.93,No
xxxx-01072,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),44.36,240.99,No
xxxx-01073,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.06,1115.24,No
xxxx-01074,Male,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.42,614.74,No
xxxx-01075,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),37.73,201.7,No
xxxx-01076,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,34.57,1340.58,Yes
xxxx-01077,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,235.99,No
xxxx-01078,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),35.65,2157.24,Yes
xxxx-01079,Male,1,No,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,36.83,2341.8,No
xxxx-01080,Male,0,Yes,Yes,40,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),29.08,1142.5,No
xxxx-01081,Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,39.3,1615.18,No
xxxx-01082,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,40.58,2652.5,No
xxxx-01083,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,22.06,224.49,No
xxxx-01084,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.93,1020.36,No
xxxx-01085,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,27.45,1919.12,No
xxxx-01086,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.96,783.71,Yes
xxxx-01087,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24.92,498.92,Yes
xxxx-01088,Female,0,No,No,27,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,35.34,967.39,No
xxxx-01089,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.94,1395.45,No
xxxx-01090,Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),36.6,56.08,No
xxxx-01091,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,30.12,1732.05,No
xxxx-01092,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.13,907.33,Yes
xxxx-01093,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,39.35,1244.46,No
xxxx-01094,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.03,1337.42,No
xxxx-01095,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.76,1956.54,Yes
xxxx-01096,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,24.91,1128.23,No
xxxx-01097,Female,1,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,34.04,1335.76,No
xxxx-01098,Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.97,44.72,No
xxxx-01099,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,38.22,1061.47,No
xxxx-01100,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.13,1553.08,No
xxxx-01101,Female,1,Yes,Yes,49,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.06,1540.7,No
xxxx-01102,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.62,193.5,No
xxxx-01103,Male,1,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.07,2041.79,No
xxxx-01104,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,32.48,1907.31,Yes
xxxx-01105,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),31.39,706.31,No
xxxx-01106,Male,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.66,105.35,No
xxxx-01107,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1072.74,No
xxxx-01108,Female,0,No,Yes,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,35.32,904.34,No
xxxx-01109,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.9,1272.38,Yes
xxxx-01110,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,29.97,918.71,No
xxxx-01111,Male,0,Yes,No,29,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),36.24,1022.27,No
xxxx-01112,Female,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,48.47,3178.26,No
xxxx-01113,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,176.3,Yes
xxxx-01114,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,37.41,2159.82,No
xxxx-01115,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),27.74,1450.86,No
xxxx-01116,Male,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,28.7,581.58,No
xxxx-01117,Male,1,Yes,No,42,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,31.52,1340.12,Yes
xxxx-01118,Male,1,No,Yes,10,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),31.35,293.6,No
xxxx-01119,Female,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.6,1757.8,No
xxxx-01120,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,28.84,1054.94,No
xxxx-01121,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,33.87,805.77,No
xxxx-01122,Male,1,No,Yes,50,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.83,2183.69,No
xxxx-01123,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.26,2369.0,Yes
xxxx-01124,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,2473.14,Yes
xxxx-01125,Female,0,No,No,42,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),25.46,1084.86,No
xxxx-01126,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,464.16,Yes
xxxx-01127,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.45,821.02,Yes
xxxx-01128,Female,0,No,No,62,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),36.7,2266.14,No
xxxx-01129,Female,1,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),33.1,300.19,No
xxxx-01130,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.76,101.5,No
xxxx-01131,Female,0,Yes,No,59,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),36.78,2174.24,No
xxxx-01132,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.41,1076.56,No
xxxx-01133,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,29.76,1286.48,No
xxxx-01134,Male,0,No,No,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.98,1326.65,No
xxxx-01135,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.35,478.99,No
xxxx-01136,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),44.12,2002.1,No
xxxx-01137,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),40.41,1739.05,No
xxxx-01138,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,35.81,2211.28,No
xxxx-01139,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),49.99,145.47,No
xxxx-01140,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.6,365.76,No
xxxx-01141,Male,0,Yes,No,50,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.15,1039.97,No
xxxx-01142,Female,1,No,Yes,47,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,30.46,1427.25,Yes
xxxx-01143,Male,1,Yes,Yes,64,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),38.15,2439.69,No
xxxx-01144,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,25.93,1744.97,No
xxxx-01145,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,37.12,1635.23,No
xxxx-01146,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,27.21,33.07,Yes
xxxx-01147,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),41.25,639.67,No
xxxx-01148,Male,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,672.82,Yes
xxxx-01149,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),37.21,133.02,No
xxxx-01150,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,44.08,2041.92,Yes
xxxx-01151,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,777.74,No
xxxx-01152,Female,0,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),34.16,1106.01,No
xxxx-01153,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,34.38,661.93,No
xxxx-01154,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),29.01,1928.23,No
xxxx-01155,Male,0,Yes,No,67,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,26.32,1745.6,No
xxxx-01156,Female,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),38.86,1173.44,Yes
xxxx-01157,Male,1,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.09,676.06,No
xxxx-01158,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.09,850.8,Yes
xxxx-01159,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,40.47,665.07,No
xxxx-01160,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.48,2608.46,No
xxxx-01161,Male,1,Yes,Yes,53,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,32.9,1732.96,No
xxxx-01162,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,451.35,Yes
xxxx-01163,Female,1,No,No,59,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,29.99,1762.42,No
xxxx-01164,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.35,1151.98,No
xxxx-01165,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.63,1819.79,No
xxxx-01166,Male,1,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),26.73,1594.18,No
xxxx-01167,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.32,1620.24,No
xxxx-01168,Male,0,No,No,16,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,40.44,654.66,No
xxxx-01169,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,34.93,726.38,No
xxxx-01170,Female,0,No,No,66,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.66,2063.39,No
xxxx-01171,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.37,1266.82,No
xxxx-01172,Male,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,768.64,No
xxxx-01173,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.54,1670.44,No
xxxx-01174,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.64,1404.29,No
xxxx-01175,Male,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.8,929.01,No
xxxx-01176,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,349.49,Yes
xxxx-01177,Female,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.3,842.23,No
xxxx-01178,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,34.09,441.03,No
xxxx-01179,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),28.53,709.49,Yes
xxxx-01180,Female,0,Yes,Yes,39,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.25,718.34,No
xxxx-01181,Female,1,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,39.01,2070.87,No
xxxx-01182,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.45,213.03,No
xxxx-01183,Female,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,327.98,Yes
